系列,机型,版本,ColorOS,Android,地址,大小,时间,MD5
A系列,A5 (PBAT00),正式版本-A.13,,,https://fsopen.coloros.com/3/oppowww/androidrom/pbat00/PBAT00_11_OTA_0130_all_eTSthMZwUuEI_local.ozip,1854 MB,2018-11-28T15:16:38.000+0000,B4820AA931DF125D8A1E5EB8EC1A0830
A系列,A5 (PBAT00),正式版本-A.12,,,https://fsopen.coloros.com/3/oppowww/androidrom/pbat00/PBAT00_11_OTA_0120_all_NwFxbYDs1qQD_local.ozip,1854 MB,2018-11-13T14:10:09.000+0000,590CBF3F2F6744D4072217C1980B8B9B
A系列,A5 (PBAT00),正式版本-A.10,,,https://fsopen.coloros.com/3/oppowww/androidrom/pbat00/PBAT00_11_OTA_0100_all_v3NVUyHEejHF_local.ozip,1843 MB,2018-10-15T09:20:51.000+0000,6850E5AC83DBA9597E206D32EFD395FD
A系列,A5 (PBAT00),正式版本-A.09,,,https://fsopen.coloros.com/3/oppowww/androidrom/pbat00/PBAT00_11_OTA_0090_all_e9EZVpdyjLcH_local.ozip,1843 MB,2018-09-11T22:30:48.000+0000,14F0F85B1ACB2E1646EBDEB12ABF5D01
A系列,A5 (PBAT00),正式版本-A.07,,,https://fsopen.coloros.com/3/oppowww/androidrom/pbat00/PBAT00_11_OTA_0070_all_5FDmzGQrOYRa_local.ozip,1843 MB,2018-09-05T21:02:26.000+0000,8956D46CC69A68F6F3D9BB78838AFDC0
A系列,A5 (PBAT00),正式版本-A.06,,,https://fsopen.coloros.com/3/oppowww/androidrom/pbat00/PBAT00_11_OTA_0060_all_at34jHdkrPVH_local.ozip,1844 MB,2018-08-15T09:36:29.000+0000,8EB977984BF08C4F3EB3139EE3ACCBFF
A系列,A5 (PBAT00),正式版本-A.04,,,https://fsopen.coloros.com/3/oppowww/androidrom/pbat00/PBAT00_11_OTA_0040_all_SjqXhBLtKz0k_local.ozip,1833 MB,2018-07-30T21:38:35.000+0000,1AF6AD546D6017CD0583678A5F510DDA
A系列,A5 (PBAT00),正式版本-A.03,,,https://fsopen.coloros.com/3/oppowww/androidrom/pbat00/PBAT00_11_OTA_0030_all_W97iUIrE04aG_local.ozip,1833 MB,2018-07-28T07:01:52.000+0000,A436C70DB3E805BE12231E296D0051EC
A系列,A5 (PBBM30),正式版-A.29,V5.2,8.1.0,https://coloroswebsitefs.coloros.com/coloroswebsite-coloros-com/grs_20211123173214/PBBM30_11_OTA_0290_all_1q1c2opUJWDg.ozip,2212.10MB,2021-11-23T09:33:59.000+0000,adfc5c8f97a8dffbc0cfd925ea60690e
A系列,A5 (PBBM30),正式版-A.28,V5.2,8.1,https://coloroswebsitefs.coloros.com/coloroswebsite-coloros-com/grs_20210118190729/PBBM30_11_OTA_0280_all_GdXgk7KO82ud.ozip,2099.58MB,2021-01-18T11:08:24.000+0000,3407e7bb0e83b0b0e61038e7e6895bee
A系列,A5 (PBBM30),正式版-A.27,V5,8,https://coloroswebsitefs.coloros.com/coloroswebsite-coloros-com/grs_20201130144125/PBBM30_11_OTA_0270_all_YfsPyB6OXxjg.ozip,2099.63MB,2020-11-30T06:42:19.000+0000,a7dfa0df51a2323da54e1a4f8a0b89d7
A系列,A5 (PBBM30),正式版-A.24,V5,8,https://coloroswebsitefs.coloros.com/coloroswebsite-coloros-com/grs_20200730154257/PBBM30_11_OTA_0240_all_R2MfhR65oEMQ.ozip,2076.05MB,2020-07-30T07:43:42.000+0000,3453c6be92d66cc3014c1db0dca39e0f
A系列,A5 (PBBM30),ColorOS 5 正式版-A.20（Android 8）,5.2.1,8.1,https://fsopen.coloros.com/3/oppowww/androidrom/pbbm30/PBBM30_11_OTA_0200_all_QxLuH9V9iooF.ozip,2051M,2020-04-13T11:25:46.000+0000,088BFD18000819ABFDAAE66E554F1EDC
A系列,A5 (PBBM30),正式版本-A.17,0,8.1,https://fsopen.coloros.com/3/oppowww/androidrom/pbbm30/PBBM30_11_OTA_0170_all_JojWs2uoIOWh.ozip,2049M,2020-01-15T19:40:50.000+0000,EDFDED5DEFEAC37645846C38171F8769
A系列,A5 (PBBM30),正式版本-190919,,,https://fsopen.coloros.com/3/oppowww/androidrom/pbbm30/PBBM30_11_OTA_0160_all_hMlwVNRuoZMJ.ozip,1980 MB,2019-11-29T11:04:45.000+0000,AE172760C63BF6D778A26BC037FA4923
A系列,A5 (PBBM30),正式版本-190810,,,https://fsopen.coloros.com/3/oppowww/androidrom/pbbm30/PBBM30_11_OTA_0150_all_Co5rqMftJMai.ozip,1979 MB,2019-10-07T17:20:16.000+0000,FDE21A1E06842A85138423999E9CB30B
A系列,A5 (PBBM30),正式版本-190724,,,https://fsopen.coloros.com/3/oppowww/androidrom/pbbm30/PBBM30_11_OTA_0140_all_uDYsnraqLw62.ozip,1978 MB,2019-08-16T08:45:47.000+0000,85EAF73BF4E9BF8207B761CB86C337CA
A系列,A5 (PBBM30),正式版本-190521,,,https://fsopen.coloros.com/3/oppowww/androidrom/pbbm30/PBBM30_11_OTA_0120_all_UGvGqN1duWHG.ozip,1966 MB,2019-06-27T19:04:43.000+0000,FC1D933EB30C2EE154315472201177C3
A系列,A5 (PBBM30),正式版本-A.10,,,https://fsopen.coloros.com/3/oppowww/androidrom/pbbm30/PBBM30_11_A.10_OTA_0100_all_201902221019.ozip,1966 MB,2019-05-03T15:11:19.000+0000,BFACBFC8FFCB54E268CBA3BEA36D4AC2
A系列,A5 (PBBM30),正式版本-A.08,,,https://fsopen.coloros.com/3/oppowww/androidrom/pbbm30/PBBM30_11_A.08_OTA_0080_all_201812232349.ozip,1966 MB,2019-02-21T11:51:30.000+0000,09D1AE765148CA0D284584C77A537A03
A系列,A5 (PBBT30),正式版-A.29,V5.2,8.1.0,https://coloroswebsitefs.coloros.com/coloroswebsite-coloros-com/grs_20211123173214/PBBM30_11_OTA_0290_all_1q1c2opUJWDg.ozip,2212.10MB,2021-11-23T09:35:53.000+0000,adfc5c8f97a8dffbc0cfd925ea60690e
A系列,A5 (PBBT30),正式版-A.28,V5.2,8.1.0,https://coloroswebsitefs.coloros.com/coloroswebsite-coloros-com/grs_20210118190729/PBBM30_11_OTA_0280_all_GdXgk7KO82ud.ozip,2099.58MB,2021-01-18T11:08:58.000+0000,3407e7bb0e83b0b0e61038e7e6895bee
A系列,A5 (PBBT30),正式版-A.27,V5,8,https://coloroswebsitefs.coloros.com/coloroswebsite-coloros-com/grs_20201130144125/PBBM30_11_OTA_0270_all_YfsPyB6OXxjg.ozip,2099.63MB,2020-11-30T06:45:05.000+0000,a7dfa0df51a2323da54e1a4f8a0b89d7
A系列,A5 (PBBT30),正式版-A.24,V5,8,https://coloroswebsitefs.coloros.com/coloroswebsite-coloros-com/grs_20200730154257/PBBM30_11_OTA_0240_all_R2MfhR65oEMQ.ozip,2076.05MB,2020-07-30T07:43:47.000+0000,3453c6be92d66cc3014c1db0dca39e0f
A系列,A5 (PBBT30),ColorOS 5 正式版-A.20（Android 8）,5.2.1,8.1,https://fsopen.coloros.com/3/oppowww/androidrom/pbbt30/PBBT30_11_OTA_0200_all_QxLuH9V9iooF.ozip,2051M,2020-04-10T12:00:34.000+0000,088BFD18000819ABFDAAE66E554F1EDC
A系列,A5 (PBBT30),正式版本-A.17,0,8.1,https://fsopen.coloros.com/3/oppowww/androidrom/pbbt30/PBBT30_11_OTA_0170_all_JojWs2uoIOWh.ozip,2049M,2020-01-15T19:44:31.000+0000,EDFDED5DEFEAC37645846C38171F8769
A系列,A5 (PBBT30),正式版本-190919,,,https://fsopen.coloros.com/3/oppowww/androidrom/pbbt30/PBBT30_11_OTA_0160_all_hMlwVNRuoZMJ.ozip,1980 MB,2019-11-29T11:09:46.000+0000,AE172760C63BF6D778A26BC037FA4923
A系列,A5 (PBBT30),正式版本-190919,,,https://fsopen.coloros.com/3/oppowww/androidrom/pbbt30/PBBT30_11_OTA_0160_all_hMlwVNRuoZMJ.ozip,1980 MB,2019-11-29T11:07:09.000+0000,AE172760C63BF6D778A26BC037FA4923
A系列,A5 (PBBT30),正式版本-190810,,,https://fsopen.coloros.com/3/oppowww/androidrom/pbbt30/PBBT30_11_OTA_0150_all_Co5rqMftJMai.ozip,1979 MB,2019-10-07T17:25:36.000+0000,FDE21A1E06842A85138423999E9CB30B
A系列,A5 (PBBT30),正式版本-190724,,,https://fsopen.coloros.com/3/oppowww/androidrom/pbbt30/PBBT30_11_OTA_0140_all_uDYsnraqLw62.ozip,1978 MB,2019-08-16T08:48:22.000+0000,85EAF73BF4E9BF8207B761CB86C337CA
A系列,A5 (PBBT30),正式版本-190521,,,https://fsopen.coloros.com/3/oppowww/androidrom/pbbt30/PBBT30_11_OTA_0120_all_UGvGqN1duWHG.ozip,1966 MB,2019-06-27T19:07:58.000+0000,FC1D933EB30C2EE154315472201177C3
A系列,A5 (PBBT30),正式版本-A.08,,,https://fsopen.coloros.com/3/oppowww/androidrom/pbbt30/PBBT30_11_A.08_OTA_0080_all_201812232349.ozip,1966 MB,2019-02-21T11:51:51.000+0000,09D1AE765148CA0D284584C77A537A03
A系列,OPPO A3 (PADM00),正式版-F.26,7.1,10.0,https://coloroswebsitefs.coloros.com/coloroswebsite-coloros-com/grs_20210515101207/PACM00_11_OTA_2260_all_c3x4gPmEz1Cr.ozip,2779.06MB,2021-05-15T02:14:00.000+0000,6255c7cd31639064c8c6ba48f6d7b44f
A系列,OPPO A3 (PADM00),正式版-F.24,7.1,10.0,https://coloroswebsitefs.coloros.com/coloroswebsite-coloros-com/grs_20210402153102/PACM00_11_OTA_2240_all_xijCt3YOEYyD.ozip,2778.78MB,2021-04-02T07:32:31.000+0000,b432562a66757d20811b15d2ff03f403
A系列,OPPO A3 (PADM00),正式版-F.22,7.1,10.0,https://coloroswebsitefs.coloros.com/coloroswebsite-coloros-com/grs_20210109104611/PACM00_11_OTA_2220_all_xG4vwX7lQHrs.ozip,2745.14MB,2021-01-09T02:49:00.000+0000,49dbead27532115a8928e92e3ee9a7e5
A系列,OPPO A3 (PADM00),ColorOS 6 正式版-C.16（Android 9）,6.0.1,9.0,https://fsopen.coloros.com/3/oppowww/androidrom/padm00/PADM00_11_OTA_1160_all_qQLqvKSxdfXR.ozip,2323M,2020-05-22T00:46:46.000+0000,B12A55FDE05C1CD30EE19E287D072A43
A系列,OPPO A3 (PADM00),正式版本-C.14,6,9.0,https://fsopen.coloros.com/3/oppowww/androidrom/pacm00/PACM00_11_OTA_1140_all_MEovZVjf561s.ozip,2314M,2020-03-05T11:16:34.000+0000,D7512AD921BC4582B1134B0E0F98A871
A系列,OPPO A3 (PADM00),正式版本-C.12,6,9.0,https://fsopen.coloros.com/3/oppowww/androidrom/pacm00/PACM00_11_OTA_1120_all_2j54TyasibZa.ozip,1954M,2020-02-21T11:46:53.000+0000,39FF9FF163DD9182CCAF282AF3A02731
A系列,OPPO A3 (PADM00),正式版本-191009,,,https://fsopen.coloros.com/3/oppowww/androidrom/padm00/PADM00_11_OTA_0310_all_7nedRUZHPaH1.ozip,2095 MB,2019-11-13T00:21:52.000+0000,55FA06E8B818CCB09F52E310CC9EC7E7
A系列,OPPO A3 (PADM00),正式版本-A.30,,,https://fsopen.coloros.com/3/oppowww/androidrom/padm00/PADM00_11_OTA_0300_all_09ZZ2FovP9mG.ozip,2046 MB,2019-10-21T22:20:47.000+0000,61FDE092DA5668B3BCE146281487F2B7
A系列,OPPO A3 (PADM00),正式版本-A.29,,,https://fsopen.coloros.com/3/oppowww/androidrom/padm00/PADM00_11_OTA_0290_all_QwiBayRVjFhO.ozip,2038 MB,2019-08-03T14:36:58.000+0000,F89DBAC9CDB9B47D381AE2A31C8F832A
A系列,OPPO A3 (PADM00),正式版本-190506,,,https://fsopen.coloros.com/3/oppowww/androidrom/padm00/PADM00_11_OTA_0280_all_vMFpAxlt7A6R.ozip,2038 MB,2019-06-28T10:54:52.000+0000,CE2CFF8E71DB1749A8245CA6FF63E845
A系列,OPPO A3 (PADM00),正式版本-A.27,,,https://fsopen.coloros.com/3/oppowww/androidrom/padm00/PADM00_11_OTA_0270_all_KxgDaJG3q4oq.ozip,2038 MB,2019-03-27T15:25:20.000+0000,854727C3D638C8C8C7910B5AF7CDFED5
A系列,OPPO A3 (PADM00),正式版本-190124,,,https://fsopen.coloros.com/3/oppowww/androidrom/padm00/PADM00_11_OTA_0260_all_IqfCCF4XUW2h.ozip,2038 MB,2019-01-31T17:52:00.000+0000,8AE94490D1DE7F5155089140F9230628
A系列,OPPO A3 (PADM00),正式版本-180707,,,https://fsopen.coloros.com/3/oppowww/androidrom/padm00/PADM00_11_OTA_0160_all_nSVC7AkduNV2_local.ozip,1454 MB,2018-07-23T15:11:01.000+0000,181082E76594671CFD0E58E5D52CBE27
A系列,OPPO A3 (PADM00),正式版本-180624,,,https://fsopen.coloros.com/3/oppowww/androidrom/padm00/PADM00_11_OTA_0140_all_2EiyYZNcewlk_local.ozip,1454 MB,2018-07-05T09:06:01.000+0000,E44ADB0AB303C4EE70D7AF4E84085FD2
A系列,OPPO A3 (PADM00),正式版-180514,,,https://fsopen.coloros.com/3/oppowww/androidrom/padm00/PADM00_11_OTA_0100_all_55OkZGHjVyA1_local.ozip,1454 MB,2018-05-24T18:32:14.000+0000,A7E8BBCFE8AF833D076797CDE728B552
A系列,OPPO A3 (PADM00),正式版-180413,,,https://fsopen.coloros.com/3/oppowww/androidrom/padm00/PADM00_11_OTA_0080_all_tNUGt9aqkwlo_local.ozip,1454 MB,2018-04-26T19:08:46.000+0000,6701B734159A51058DC7A9ED8ABA1516
A系列,OPPO A3 (PADT00),正式版-F.26,7.1,10.0,https://coloroswebsitefs.coloros.com/coloroswebsite-coloros-com/grs_20210515101207/PACM00_11_OTA_2260_all_c3x4gPmEz1Cr.ozip,2779.06MB,2021-05-15T02:41:24.000+0000,6255c7cd31639064c8c6ba48f6d7b44f
A系列,OPPO A3 (PADT00),正式版-F.24,V7.1,10.0,https://coloroswebsitefs.coloros.com/coloroswebsite-coloros-com/grs_20210402153102/PACM00_11_OTA_2240_all_xijCt3YOEYyD.ozip,2778.78MB,2021-04-02T07:33:00.000+0000,b432562a66757d20811b15d2ff03f403
A系列,OPPO A3 (PADT00),正式版-F.22,V7.1,10.0,https://coloroswebsitefs.coloros.com/coloroswebsite-coloros-com/grs_20210109104611/PACM00_11_OTA_2220_all_xG4vwX7lQHrs.ozip,2745.14MB,2021-01-09T02:50:59.000+0000,49dbead27532115a8928e92e3ee9a7e5
A系列,OPPO A3 (PADT00),ColorOS 6 正式版-C.16（Android 9）,6.0.1,9.0,https://fsopen.coloros.com/3/oppowww/androidrom/padt00/PADT00_11_OTA_1160_all_qQLqvKSxdfXR.ozip,2323M,2020-05-22T08:50:08.000+0000,B12A55FDE05C1CD30EE19E287D072A43
A系列,OPPO A3 (PADT00),正式版本-C.14,6,9.0,https://fsopen.coloros.com/3/oppowww/androidrom/pacm00/PACM00_11_OTA_1140_all_MEovZVjf561s.ozip,2314M,2020-03-05T11:17:51.000+0000,D7512AD921BC4582B1134B0E0F98A871
A系列,OPPO A3 (PADT00),正式版本-C.12,6,9.0,https://fsopen.coloros.com/3/oppowww/androidrom/pacm00/PACM00_11_OTA_1120_all_2j54TyasibZa.ozip,1954M,2020-02-21T11:49:01.000+0000,39FF9FF163DD9182CCAF282AF3A02731
A系列,OPPO A3 (PADT00),正式版本-191009,,,https://fsopen.coloros.com/3/oppowww/androidrom/padt00/PADT00_11_OTA_0310_all_7nedRUZHPaH1.ozip,2095 MB,2019-11-12T16:23:24.000+0000,55FA06E8B818CCB09F52E310CC9EC7E7
A系列,OPPO A3 (PADT00),正式版本-A.30,,,https://fsopen.coloros.com/3/oppowww/androidrom/padt00/PADT00_11_OTA_0300_all_09ZZ2FovP9mG.ozip,2046 MB,2019-10-21T22:20:19.000+0000,61FDE092DA5668B3BCE146281487F2B7
A系列,OPPO A3 (PADT00),正式版本-A.29,,,https://fsopen.coloros.com/3/oppowww/androidrom/padt00/PADT00_11_OTA_0290_all_QwiBayRVjFhO.ozip,2038 MB,2019-08-03T14:39:07.000+0000,F89DBAC9CDB9B47D381AE2A31C8F832A
A系列,OPPO A3 (PADT00),正式版本190506,,,https://fsopen.coloros.com/3/oppowww/androidrom/padt00/PADT00_11_OTA_0280_all_vMFpAxlt7A6R.ozip,2038 MB,2019-06-28T10:57:51.000+0000,CE2CFF8E71DB1749A8245CA6FF63E845
A系列,OPPO A3 (PADT00),正式版本-A.27,,,https://fsopen.coloros.com/3/oppowww/androidrom/padt00/PADT00_11_OTA_0270_all_KxgDaJG3q4oq.ozip,2038 MB,2019-03-27T15:27:12.000+0000,854727C3D638C8C8C7910B5AF7CDFED5
A系列,OPPO A3 (PADT00),正式版本-190124,,,https://fsopen.coloros.com/3/oppowww/androidrom/padt00/PADT00_11_OTA_0260_all_IqfCCF4XUW2h.ozip,2038 MB,2019-01-31T17:52:36.000+0000,8AE94490D1DE7F5155089140F9230628
A系列,OPPO A3 (PADT00),正式版本-0707,,,https://fsopen.coloros.com/3/oppowww/androidrom/padt00/PADT00_11_OTA_0160_all_nSVC7AkduNV2_local.ozip,1454 MB,2018-07-23T15:14:02.000+0000,181082E76594671CFD0E58E5D52CBE27
A系列,OPPO A3 (PADT00),正式版本-180624,,,https://fsopen.coloros.com/3/oppowww/androidrom/padt00/PADT00_11_OTA_0140_all_2EiyYZNcewlk_local.ozip,1454 MB,2018-07-05T09:09:08.000+0000,E44ADB0AB303C4EE70D7AF4E84085FD2
A系列,OPPO A3 (PADT00),正式版-180514,,,https://fsopen.coloros.com/3/oppowww/androidrom/padt00/PADT00_11_OTA_0100_all_55OkZGHjVyA1_local.ozip,1454 MB,2018-05-24T10:36:44.000+0000,A7E8BBCFE8AF833D076797CDE728B552
A系列,OPPO A3 (PADT00),正式版-180413,,,https://fsopen.coloros.com/3/oppowww/androidrom/padt00/PADT00_11_OTA_0080_all_tNUGt9aqkwlo_local.ozip,1454 MB,2018-04-26T17:57:37.000+0000,6701B734159A51058DC7A9ED8ABA1516
A系列,OPPO A83/OPPO A1,正式版-A.40,V5,7,https://coloroswebsitefs.coloros.com/coloroswebsite-coloros-com/grs_20201117162919/M6763C_11_OTA_0400_all_Q9am1c9fb1FL.ozip,1939.15MB,2020-11-17T08:30:10.000+0000,02ac01bed169fd9d876ef5c818b94646
A系列,OPPO A83/OPPO A1,ColorOS 5 正式版-A.37( Android 7 ),5,7.1.1,https://fsopen.coloros.com/3/oppowww/androidrom/a83/M6763C_11_OTA_0370_all_POROrYxzD8QO.ozip,1926M,2020-03-21T20:04:41.000+0000,09FA4FC53544D002C43EE304874760BB
A系列,OPPO A83/OPPO A1,正式版本-190923,,,https://fsopen.coloros.com/3/oppowww/androidrom/a83/A83_11_OTA_0350_all_wNAThZUHNDXL.ozip,1878 MB,2019-10-21T22:07:31.000+0000,F1B14D862923C9BA24A120B9C2208E59
A系列,OPPO A83/OPPO A1,正式版本-190802,,,https://fsopen.coloros.com/3/oppowww/androidrom/a83/A83_11_OTA_0340_all_kdtE5Gu6Tdt3.ozip,1878 MB,2019-09-06T21:42:03.000+0000,06EFA9EB4E6893726BC47BF0399B984D
A系列,OPPO A83/OPPO A1,正式版本-190605,,,https://fsopen.coloros.com/3/oppowww/androidrom/a83/A83_11_OTA_0330_all_xsSg9Lcmm8YJ.ozip,1802 MB,2019-07-30T17:43:54.000+0000,D3413831E455FFE8D3A56249D7663D6C
A系列,OPPO A83/OPPO A1,正式版本-190508,,,https://fsopen.coloros.com/3/oppowww/androidrom/a83/A83_11_OTA_0320_all_8P3vMfg0yRmB.ozip,1802 MB,2019-06-14T19:02:36.000+0000,3170F7296D441B94351EFA06C260C6BC
A系列,OPPO A83/OPPO A1,正式版本-190216,,,https://fsopen.coloros.com/3/oppowww/androidrom/a83/A83_11_OTA_0300_all_j17Dy22cbjRZ_local.ozip,1802 MB,2019-03-18T22:25:41.000+0000,CE41623B12F7E5884B08A5D8E6E3C279
A系列,OPPO A83/OPPO A1,正式版本-190108,,,https://fsopen.coloros.com/3/oppowww/androidrom/a83/A83_11_OTA_0290_all_AfXQR9CUEKMy_local.ozip,1802 MB,2019-01-25T16:00:13.000+0000,CE088B2812BAD83B2193C0DEA1DE8AEE
A系列,OPPO A83/OPPO A1,正式版本-181129,,,https://fsopen.coloros.com/3/oppowww/androidrom/a83/A83_11_OTA_0280_all_EjMjY8QidGeJ_local.ozip,1792 MB,2018-11-30T19:40:21.000+0000,FA76F46C4366EBAC8C44952E2AA53C21
A系列,OPPO A83/OPPO A1,正式版本-180912,,,https://fsopen.coloros.com/3/oppowww/androidrom/a83/A83_11_OTA_0250_all_e1n7V6xtA0oH_local.ozip,1311 MB,2018-11-06T17:12:39.000+0000,7112C6C4BCCBC11F51CE0FFF289818F1
A系列,OPPO A83/OPPO A1,正式版本-180809,,,https://fsopen.coloros.com/3/oppowww/androidrom/a83/A83_11_OTA_0240_all_6jqoBDWmqhGy_local.ozip,1311 MB,2018-08-28T16:32:15.000+0000,1DC6615CD06BDBC9990E8E35EDF2BD79
A系列,OPPO A83/OPPO A1,正式版本-180718,,,https://fsopen.coloros.com/3/oppowww/androidrom/a83/A83_11_OTA_0230_all_at3KwtKd47ZR_local.ozip,1311 MB,2018-08-02T14:52:56.000+0000,337809DFFC1A6E859E476B9BEB7B595B
A系列,OPPO A83/OPPO A1,正式版本-180514,,,https://fsopen.coloros.com/3/oppowww/androidrom/a83/A83_11_OTA_0210_all_SGGdrmjmzZ4o_local.ozip,1300 MB,2018-06-05T11:42:28.000+0000,3C731E7F6E7561F01B0CF6C5F0A41A22
A系列,OPPO A83/OPPO A1,正式版-180420,,,https://fsopen.coloros.com/3/oppowww/androidrom/a83/A83_11_OTA_0200_all_tk6Hld32FCBh_local.ozip,1291 MB,2018-05-24T10:16:58.000+0000,1A6737698CAE753B2A54680337730020
A系列,OPPO A83/OPPO A1,正式版-180409,,,https://fsopen.coloros.com/3/oppowww/androidrom/a83/A83_11_OTA_0180_all_x2T2lOs7uyRo_local.ozip,1291 MB,2018-05-24T10:16:44.000+0000,C087E30FFC314D8FEE8C3D45035C5593
A系列,OPPO A83/OPPO A1,正式版-180326,,,https://fsopen.coloros.com/3/oppowww/androidrom/a83/A83_11_OTA_0140_all_67oPr7nZQbIi_local.ozip,1269 MB,2018-04-04T23:05:01.000+0000,328E31FBD5267A56FC4349527AC6CBE0
A系列,OPPO A83/OPPO A1,正式版-180203,,,https://fsopen.coloros.com/3/oppowww/androidrom/a83/A83_11_OTA_0110_all_mLcPbOzyUeYg_local.ozip,1259 MB,2018-02-13T09:47:22.000+0000,4DA0246E66CD03ABF9FDF3860F014CF5
A系列,OPPO A83/OPPO A1,正式版-180112,,,https://fsopen.coloros.com/3/oppowww/androidrom/a83/A83_11_OTA_0100_all_9ff0aAYkc1m6_local.ozip,1259 MB,2018-02-01T17:12:47.000+0000,D466944EA3A1037EC372D64A324913EE
A系列,OPPO A83/OPPO A1,正式版-180109,,,https://fsopen.coloros.com/3/oppowww/androidrom/a83/A83_11_OTA_0090_all_7iLFyDnsoAXZ_local.ozip,1259 MB,2018-01-16T17:44:08.000+0000,8047B302480645706A4B911D18FD9C6E
A系列,OPPO A83/OPPO A1,正式版-171218,,,https://fsopen.coloros.com/3/oppowww/androidrom/a83/A83_11_OTA_0060_all_foxstFuntL9E_local.ozip,1260 MB,2018-01-04T09:30:11.000+0000,6C1813DC9B45B26C51175A9701C93C03
A系列,OPPO A83t/OPPO A1t,正式版-A.40,V5,7,https://coloroswebsitefs.coloros.com/coloroswebsite-coloros-com/grs_20201117162919/M6763C_11_OTA_0400_all_Q9am1c9fb1FL.ozip,1939.15MB,2020-11-17T08:33:05.000+0000,02ac01bed169fd9d876ef5c818b94646
A系列,OPPO A83t/OPPO A1t,ColorOS 5 正式版-A.37( Android 7 ),5,7.1.1,https://fsopen.coloros.com/3/oppowww/androidrom/a83/M6763C_11_OTA_0370_all_POROrYxzD8QO.ozip,1926M,2020-03-17T12:07:05.000+0000,09FA4FC53544D002C43EE304874760BB
A系列,OPPO A83t/OPPO A1t,正式版本-190923,,,https://fsopen.coloros.com/3/oppowww/androidrom/a83t/A83t_11_OTA_0350_all_wNAThZUHNDXL.ozip,1878 MB,2019-10-21T22:07:05.000+0000,F1B14D862923C9BA24A120B9C2208E59
A系列,OPPO A83t/OPPO A1t,正式版本-190802,,,https://fsopen.coloros.com/3/oppowww/androidrom/a83t/A83t_11_OTA_0340_all_kdtE5Gu6Tdt3.ozip,1878 MB,2019-09-06T21:34:14.000+0000,06EFA9EB4E6893726BC47BF0399B984D
A系列,OPPO A83t/OPPO A1t,正式版本-190605,,,https://fsopen.coloros.com/3/oppowww/androidrom/a83t/A83t_11_OTA_0330_all_xsSg9Lcmm8YJ.ozip,1802 MB,2019-08-03T20:51:58.000+0000,D3413831E455FFE8D3A56249D7663D6C
A系列,OPPO A83t/OPPO A1t,正式版本-190508,,,https://fsopen.coloros.com/3/oppowww/androidrom/a83t/A83t_11_OTA_0320_all_8P3vMfg0yRmB.ozip,1802 MB,2019-06-22T09:41:18.000+0000,3170F7296D441B94351EFA06C260C6BC
A系列,OPPO A83t/OPPO A1t,正式版本-190216,,,https://fsopen.coloros.com/3/oppowww/androidrom/a83t/A83t_11_OTA_0300_all_j17Dy22cbjRZ_local.ozip,1802 MB,2019-03-18T22:28:41.000+0000,CE41623B12F7E5884B08A5D8E6E3C279
A系列,OPPO A83t/OPPO A1t,正式版本-190108,,,https://fsopen.coloros.com/3/oppowww/androidrom/a83t/A83t_11_OTA_0290_all_AfXQR9CUEKMy_local.ozip,1802 MB,2019-01-25T16:02:05.000+0000,CE088B2812BAD83B2193C0DEA1DE8AEE
A系列,OPPO A83t/OPPO A1t,正式版本-181129,,,https://fsopen.coloros.com/3/oppowww/androidrom/a83t/A83t_11_OTA_0280_all_EjMjY8QidGeJ_local.ozip,1792 MB,2018-11-30T19:43:29.000+0000,FA76F46C4366EBAC8C44952E2AA53C21
A系列,OPPO A83t/OPPO A1t,正式版本-180912,,,https://fsopen.coloros.com/3/oppowww/androidrom/a83t/A83t_11_OTA_0250_all_e1n7V6xtA0oH_local.ozip,1311 MB,2018-11-06T17:15:54.000+0000,7112C6C4BCCBC11F51CE0FFF289818F1
A系列,OPPO A83t/OPPO A1t,正式版本-180809,,,https://fsopen.coloros.com/3/oppowww/androidrom/a83t/A83t_11_OTA_0240_all_6jqoBDWmqhGy_local.ozip,1311 MB,2018-08-28T16:35:37.000+0000,1DC6615CD06BDBC9990E8E35EDF2BD79
A系列,OPPO A83t/OPPO A1t,正式版本-180718,,,https://fsopen.coloros.com/3/oppowww/androidrom/a83t/A83t_11_OTA_0230_all_at3KwtKd47ZR_local.ozip,1311 MB,2018-08-04T18:01:08.000+0000,337809DFFC1A6E859E476B9BEB7B595B
A系列,OPPO A83t/OPPO A1t,正式版本-180514,,,https://fsopen.coloros.com/3/oppowww/androidrom/a83t/A83t_11_OTA_0210_all_SGGdrmjmzZ4o_local.ozip,1300 MB,2018-06-06T14:39:17.000+0000,3C731E7F6E7561F01B0CF6C5F0A41A22
A系列,OPPO A83t/OPPO A1t,正式版-180420,,,https://fsopen.coloros.com/3/oppowww/androidrom/a83t/A83t_11_OTA_0200_all_tk6Hld32FCBh_local.ozip,1291 MB,2018-05-24T10:24:22.000+0000,1A6737698CAE753B2A54680337730020
A系列,OPPO A83t/OPPO A1t,正式版-180409,,,https://fsopen.coloros.com/3/oppowww/androidrom/a83t/A83t_11_OTA_0180_all_x2T2lOs7uyRo_local.ozip,1291 MB,2018-04-26T17:43:34.000+0000,C087E30FFC314D8FEE8C3D45035C5593
