Phone,Device,Type,Version,RomUrl,Size
Mi 10T/Pro/Lite,Mi 10T/Pro RU,stable_rom,V12.5.3.0.RJDRUXM (MIUI12),https://bigota.d.miui.com/V12.5.3.0.RJDRUXM/miui_APOLLORUGlobal_V12.5.3.0.RJDRUXM_161f1a7c24_11.0.zip,3.1G
Mi 10T/Pro/Lite,Mi 10T/Pro EEA,stable_rom,V12.5.11.0.RJDEUXM (MIUI12),https://bigota.d.miui.com/V12.5.11.0.RJDEUXM/miui_APOLLOEEAGlobal_V12.5.11.0.RJDEUXM_0a9e19ca2f_11.0.zip,3.1G
Mi 10T/Pro/Lite,Mi 10T/Pro India,stable_rom,V12.5.3.0.RJDINXM (MIUI12),https://bigota.d.miui.com/V12.5.3.0.RJDINXM/miui_APOLLOINGlobal_V12.5.3.0.RJDINXM_322250c88e_11.0.zip,2.9G
Mi 10T/Pro/Lite,Mi 10T/Pro Global,stable_rom,V12.5.7.0.RJDMIXM (MIUI12),https://bigota.d.miui.com/V12.5.7.0.RJDMIXM/miui_APOLLOGlobal_V12.5.7.0.RJDMIXM_90675efb4b_11.0.zip,3.0G
Mi 10T/Pro/Lite,Mi 10T Lite TW,stable_rom,version自定义文案 (MIUI12),https://bigota.d.miui.com/V12.5.2.0.RJSTWXM/miui_GAUGUINTWGlobal_V12.5.2.0.RJSTWXM_d95d0d8b30_11.0.zip,2.7G
Mi 10T/Pro/Lite,Mi 10T/Pro TW,stable_rom,version自定义文案 (MIUI12),https://bigota.d.miui.com/V12.5.3.0.RJDTWXM/miui_APOLLOTWGlobal_V12.5.3.0.RJDTWXM_0f52901bcb_11.0.zip,3.0G
Mi 10T/Pro/Lite,Mi 10T/Pro TR,stable_rom,version自定义文案 (MIUI12),https://bigota.d.miui.com/V12.5.2.0.RJDTRXM/miui_APOLLOTRGlobal_V12.5.2.0.RJDTRXM_58362e8c25_11.0.zip,3.1G
POCO X3 NFC,POCO X3 NFC ID,stable_rom,V12.5.3.0.RJGIDXM (MIUI11),https://bigota.d.miui.com/V12.5.3.0.RJGIDXM/miui_SURYAIDGlobal_V12.5.3.0.RJGIDXM_b6577dfd88_11.0.zip,2.5G
POCO X3 NFC,POCO X3 NFC Global,stable_rom,V12.5.4.0.RJGMIXM (MIUI11),https://bigota.d.miui.com/V12.5.4.0.RJGMIXM/miui_SURYAGlobal_V12.5.4.0.RJGMIXM_65c0d9b872_11.0.zip,2.5G
POCO X3 NFC,POCO X3 NFC India,stable_rom,V12.5.4.0.RJGINXM (MIUI11),https://bigota.d.miui.com/V12.5.4.0.RJGINXM/miui_SURYAINGlobal_V12.5.4.0.RJGINXM_95a12e9a36_11.0.zip,2.5G
POCO X3 NFC,POCO X3 NFC RU,stable_rom,V12.5.3.0.RJGRUXM (MIUI11),https://bigota.d.miui.com/V12.5.3.0.RJGRUXM/miui_SURYARUGlobal_V12.5.3.0.RJGRUXM_0d03f41962_11.0.zip,2.5G
POCO X3 NFC,POCO X3 NFC EEA,stable_rom,V12.5.4.0.RJGEUXM (MIUI11),https://bigota.d.miui.com/V12.5.4.0.RJGEUXM/miui_SURYAEEAGlobal_V12.5.4.0.RJGEUXM_0deb1eaf6f_11.0.zip,2.5G
POCO X2,POCO X2 India,stable_rom,V12.0.2.0.QGHINXM (MIUI12),https://bigota.d.miui.com/V12.0.2.0.QGHINXM/miui_PHOENIXININGlobal_V12.0.2.0.QGHINXM_39fa49d8fc_10.0.zip,2.3G
POCO M2 Pro,POCO M2 Pro IN,stable_rom,V12.5.2.0.RJPINXM (MIUI11),https://bigota.d.miui.com/V12.5.2.0.RJPINXM/miui_GRAMINGlobal_V12.5.2.0.RJPINXM_621c90ddc2_11.0.zip,2.4G
Redmi 9/9A/9C/9C NFC/9T,Redmi 9C Global,stable_rom,V12.0.18.0.QCRMIXM (MIUI12),https://bigota.d.miui.com/V12.0.18.0.QCRMIXM/miui_ANGELICAGlobal_V12.0.18.0.QCRMIXM_55bbc61cf9_10.0.zip,1.7G
Redmi 9/9A/9C/9C NFC/9T,Redmi 9T EEA,stable_rom,V12.5.2.0.RJQEUXM (),https://bigota.d.miui.com/V12.5.2.0.RJQEUXM/miui_LIMEEEAGlobal_V12.5.2.0.RJQEUXM_8637252886_11.0.zip,2.6G
Redmi 9/9A/9C/9C NFC/9T,Redmi 9 TR,stable_rom,version自定义文案 (),https://bigota.d.miui.com/V12.5.2.0.RJCTRXM/miui_LANCELOTTRGlobal_V12.5.2.0.RJCTRXM_5cfe4594ca_11.0.zip,2.2G
Redmi 9/9A/9C/9C NFC/9T,Redmi 9A TR,stable_rom,version自定义文案 (),https://bigota.d.miui.com/V12.0.7.0.QCDTRXM/miui_DANDELIONTRGlobal_V12.0.7.0.QCDTRXM_ad8a53cefe_10.0.zip,1.7G
Redmi 9/9A/9C/9C NFC/9T,Redmi 9C TR,stable_rom,version自定义文案 (),https://bigota.d.miui.com/V12.0.9.0.QCRTRXM/miui_ANGELICATRGlobal_V12.0.9.0.QCRTRXM_3f9eabf89d_10.0.zip,1.7G
Redmi 9/9A/9C/9C NFC/9T,Redmi 9T TR,stable_rom,version自定义文案 (),https://bigota.d.miui.com/V12.5.2.0.RJQTRXM/miui_LIMETRGlobal_V12.5.2.0.RJQTRXM_99f362f032_11.0.zip,2.6G
Redmi 9/9A/9C/9C NFC/9T,Redmi 9T RU,stable_rom,version自定义文案 (),https://bigota.d.miui.com/V12.5.2.0.RJQRUXM/miui_LIMERUGlobal_V12.5.2.0.RJQRUXM_6def69e2d4_11.0.zip,2.6G
Redmi 9/9A/9C/9C NFC/9T,Redmi 9T TW,stable_rom,version自定义文案 (),https://bigota.d.miui.com/V12.5.2.0.RJQTWXM/miui_LIMETWGlobal_V12.5.2.0.RJQTWXM_5c898fe379_11.0.zip,2.5G
